# Data format string: '(4E12.4)'
# Data printout from CCMC-simulation: version PD-2.0
# Data type:  Weimer_05  ionosphere
# Run name:   N/A  Inputs: Vx:  400.00 By:  -3.54 Bz:  -3.54 N:   8.00 Tilt:   0.00
# Model coordinate system: SM
# Missing data:          NaN
# Date, time:            0           0           0  **:59:00
# Output data: field with 162x181=29322 elements
# LAT         MLT         R           PHI       
# deg         hours       R_E         kV        
 -8.3000E+01  1.2133E+01  1.0170E+00 -3.5488E+01
 -8.3500E+01  1.2133E+01  1.0170E+00 -3.5300E+01
 -8.4000E+01  1.2133E+01  1.0170E+00 -3.5004E+01
 -8.4500E+01  1.2133E+01  1.0170E+00 -3.4622E+01
 -8.5000E+01  1.2133E+01  1.0170E+00 -3.4172E+01
 -8.5500E+01  1.2133E+01  1.0170E+00 -3.3671E+01
 -8.6000E+01  1.2133E+01  1.0170E+00 -3.3136E+01
 -8.6500E+01  1.2133E+01  1.0170E+00 -3.2579E+01
 -8.7000E+01  1.2133E+01  1.0170E+00 -3.2010E+01
 -8.7500E+01  1.2133E+01  1.0170E+00 -3.1439E+01
 -8.8000E+01  1.2133E+01  1.0170E+00 -3.0869E+01
 -8.8500E+01  1.2133E+01  1.0170E+00 -3.0304E+01
 -8.9000E+01  1.2133E+01  1.0170E+00 -2.9744E+01
 -8.9500E+01  1.2133E+01  1.0170E+00 -2.9186E+01
 -9.0000E+01  1.2133E+01  1.0170E+00 -2.8626E+01
  9.0000E+01  1.2267E+01  1.0170E+00  1.6986E+00
  8.9500E+01  1.2267E+01  1.0170E+00  1.8860E+00
  8.9000E+01  1.2267E+01  1.0170E+00  2.1007E+00
  8.8500E+01  1.2267E+01  1.0170E+00  2.3415E+00
  8.8000E+01  1.2267E+01  1.0170E+00  2.6088E+00
  8.7500E+01  1.2267E+01  1.0170E+00  2.9040E+00
  8.7000E+01  1.2267E+01  1.0170E+00  3.2289E+00
  8.6500E+01  1.2267E+01  1.0170E+00  3.5837E+00
  8.6000E+01  1.2267E+01  1.0170E+00  3.9664E+00
  8.5500E+01  1.2267E+01  1.0170E+00  4.3712E+00
  8.5000E+01  1.2267E+01  1.0170E+00  4.7872E+00
  8.4500E+01  1.2267E+01  1.0170E+00  5.1983E+00
  8.4000E+01  1.2267E+01  1.0170E+00  5.5829E+00
  8.3500E+01  1.2267E+01  1.0170E+00  5.9139E+00
  8.3000E+01  1.2267E+01  1.0170E+00  6.1608E+00
  8.2500E+01  1.2267E+01  1.0170E+00  6.2901E+00
  8.2000E+01  1.2267E+01  1.0170E+00  6.2694E+00
  8.1500E+01  1.2267E+01  1.0170E+00  6.0674E+00
  8.1000E+01  1.2267E+01  1.0170E+00  5.6598E+00
  8.0500E+01  1.2267E+01  1.0170E+00  5.0290E+00
  8.0000E+01  1.2267E+01  1.0170E+00  4.1688E+00
  7.9500E+01  1.2267E+01  1.0170E+00  3.0852E+00
  7.9000E+01  1.2267E+01  1.0170E+00  1.7969E+00
  7.8500E+01  1.2267E+01  1.0170E+00  3.3799E-01
  7.8000E+01  1.2267E+01  1.0170E+00 -1.2480E+00
  7.7500E+01  1.2267E+01  1.0170E+00 -2.9016E+00
  7.7000E+01  1.2267E+01  1.0170E+00 -4.5622E+00
  7.6500E+01  1.2267E+01  1.0170E+00 -6.1568E+00
  7.6000E+01  1.2267E+01  1.0170E+00 -7.6210E+00
  7.5500E+01  1.2267E+01  1.0170E+00 -8.8856E+00
  7.5000E+01  1.2267E+01  1.0170E+00 -9.8984E+00
  7.4500E+01  1.2267E+01  1.0170E+00 -1.0612E+01
  7.4000E+01  1.2267E+01  1.0170E+00 -1.1001E+01
  7.3500E+01  1.2267E+01  1.0170E+00 -1.1053E+01
  7.3000E+01  1.2267E+01  1.0170E+00 -1.0776E+01
  7.2500E+01  1.2267E+01  1.0170E+00 -1.0197E+01
  7.2000E+01  1.2267E+01  1.0170E+00 -9.3568E+00
  7.1500E+01  1.2267E+01  1.0170E+00 -8.3138E+00
  7.1000E+01  1.2267E+01  1.0170E+00 -7.1310E+00
  7.0500E+01  1.2267E+01  1.0170E+00 -5.8811E+00
  7.0000E+01  1.2267E+01  1.0170E+00 -4.6328E+00
  6.9500E+01  1.2267E+01  1.0170E+00 -3.4527E+00
  6.9000E+01  1.2267E+01  1.0170E+00 -2.3960E+00
  6.8500E+01  1.2267E+01  1.0170E+00 -1.5054E+00
  6.8000E+01  1.2267E+01  1.0170E+00 -8.0747E-01
  6.7500E+01  1.2267E+01  1.0170E+00 -3.1104E-01
  6.7000E+01  1.2267E+01  1.0170E+00 -7.6881E-03
  6.6500E+01  1.2267E+01  1.0170E+00  1.2722E-01
  6.6000E+01  1.2267E+01  1.0170E+00  1.3253E-01
  6.5500E+01  1.2267E+01  1.0170E+00  5.5660E-02
  6.5000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.4500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.4000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.3500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.3000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.2500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.2000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.1500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.1000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.0500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.0000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  5.9500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  5.9000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  5.8500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  5.8000E+01  1.2267E+01  1.0170E+00  0.0000E+00
