# Data format string: '(4E12.4)'
# Data printout from CCMC-simulation: version PD-2.0
# Data type:  Weimer_05  ionosphere
# Run name:   N/A  Inputs: Vx:  400.00 By:   3.54 Bz:  -3.54 N:   8.00 Tilt: -25.00
# Model coordinate system: SM
# Missing data:          NaN
# Date, time:            0           0           0  **:59:00
# Output data: field with 162x181=29322 elements
# LAT         MLT         R           PHI       
# deg         hours       R_E         kV        
 -7.0500E+01  1.2133E+01  1.0170E+00 -5.7407E+00
 -7.1000E+01  1.2133E+01  1.0170E+00 -6.7933E+00
 -7.1500E+01  1.2133E+01  1.0170E+00 -7.8039E+00
 -7.2000E+01  1.2133E+01  1.0170E+00 -8.7222E+00
 -7.2500E+01  1.2133E+01  1.0170E+00 -9.5048E+00
 -7.3000E+01  1.2133E+01  1.0170E+00 -1.0111E+01
 -7.3500E+01  1.2133E+01  1.0170E+00 -1.0514E+01
 -7.4000E+01  1.2133E+01  1.0170E+00 -1.0692E+01
 -7.4500E+01  1.2133E+01  1.0170E+00 -1.0639E+01
 -7.5000E+01  1.2133E+01  1.0170E+00 -1.0359E+01
 -7.5500E+01  1.2133E+01  1.0170E+00 -9.8663E+00
 -7.6000E+01  1.2133E+01  1.0170E+00 -9.1856E+00
 -7.6500E+01  1.2133E+01  1.0170E+00 -8.3457E+00
 -7.7000E+01  1.2133E+01  1.0170E+00 -7.3836E+00
 -7.7500E+01  1.2133E+01  1.0170E+00 -6.3338E+00
 -7.8000E+01  1.2133E+01  1.0170E+00 -5.2344E+00
 -7.8500E+01  1.2133E+01  1.0170E+00 -4.1166E+00
 -7.9000E+01  1.2133E+01  1.0170E+00 -3.0106E+00
 -7.9500E+01  1.2133E+01  1.0170E+00 -1.9382E+00
 -8.0000E+01  1.2133E+01  1.0170E+00 -9.1725E-01
 -8.0500E+01  1.2133E+01  1.0170E+00  4.1644E-02
 -8.1000E+01  1.2133E+01  1.0170E+00  9.3259E-01
 -8.1500E+01  1.2133E+01  1.0170E+00  1.7540E+00
 -8.2000E+01  1.2133E+01  1.0170E+00  2.5075E+00
 -8.2500E+01  1.2133E+01  1.0170E+00  3.1959E+00
 -8.3000E+01  1.2133E+01  1.0170E+00  3.8229E+00
 -8.3500E+01  1.2133E+01  1.0170E+00  4.3914E+00
 -8.4000E+01  1.2133E+01  1.0170E+00  4.9027E+00
 -8.4500E+01  1.2133E+01  1.0170E+00  5.3567E+00
 -8.5000E+01  1.2133E+01  1.0170E+00  5.7517E+00
 -8.5500E+01  1.2133E+01  1.0170E+00  6.0844E+00
 -8.6000E+01  1.2133E+01  1.0170E+00  6.3510E+00
 -8.6500E+01  1.2133E+01  1.0170E+00  6.5480E+00
 -8.7000E+01  1.2133E+01  1.0170E+00  6.6725E+00
 -8.7500E+01  1.2133E+01  1.0170E+00  6.7233E+00
 -8.8000E+01  1.2133E+01  1.0170E+00  6.7016E+00
 -8.8500E+01  1.2133E+01  1.0170E+00  6.6109E+00
 -8.9000E+01  1.2133E+01  1.0170E+00  6.4569E+00
 -8.9500E+01  1.2133E+01  1.0170E+00  6.2481E+00
 -9.0000E+01  1.2133E+01  1.0170E+00  5.9935E+00
  9.0000E+01  1.2267E+01  1.0170E+00 -1.2788E+01
  8.9500E+01  1.2267E+01  1.0170E+00 -1.3799E+01
  8.9000E+01  1.2267E+01  1.0170E+00 -1.4677E+01
  8.8500E+01  1.2267E+01  1.0170E+00 -1.5454E+01
  8.8000E+01  1.2267E+01  1.0170E+00 -1.6174E+01
  8.7500E+01  1.2267E+01  1.0170E+00 -1.6881E+01
  8.7000E+01  1.2267E+01  1.0170E+00 -1.7621E+01
  8.6500E+01  1.2267E+01  1.0170E+00 -1.8433E+01
  8.6000E+01  1.2267E+01  1.0170E+00 -1.9346E+01
  8.5500E+01  1.2267E+01  1.0170E+00 -2.0374E+01
  8.5000E+01  1.2267E+01  1.0170E+00 -2.1519E+01
  8.4500E+01  1.2267E+01  1.0170E+00 -2.2764E+01
  8.4000E+01  1.2267E+01  1.0170E+00 -2.4078E+01
  8.3500E+01  1.2267E+01  1.0170E+00 -2.5418E+01
  8.3000E+01  1.2267E+01  1.0170E+00 -2.6731E+01
  8.2500E+01  1.2267E+01  1.0170E+00 -2.7955E+01
  8.2000E+01  1.2267E+01  1.0170E+00 -2.9033E+01
  8.1500E+01  1.2267E+01  1.0170E+00 -2.9904E+01
  8.1000E+01  1.2267E+01  1.0170E+00 -3.0523E+01
  8.0500E+01  1.2267E+01  1.0170E+00 -3.0847E+01
  8.0000E+01  1.2267E+01  1.0170E+00 -3.0852E+01
  7.9500E+01  1.2267E+01  1.0170E+00 -3.0527E+01
  7.9000E+01  1.2267E+01  1.0170E+00 -2.9876E+01
  7.8500E+01  1.2267E+01  1.0170E+00 -2.8918E+01
  7.8000E+01  1.2267E+01  1.0170E+00 -2.7682E+01
  7.7500E+01  1.2267E+01  1.0170E+00 -2.6211E+01
  7.7000E+01  1.2267E+01  1.0170E+00 -2.4548E+01
  7.6500E+01  1.2267E+01  1.0170E+00 -2.2749E+01
  7.6000E+01  1.2267E+01  1.0170E+00 -2.0861E+01
  7.5500E+01  1.2267E+01  1.0170E+00 -1.8938E+01
  7.5000E+01  1.2267E+01  1.0170E+00 -1.7020E+01
  7.4500E+01  1.2267E+01  1.0170E+00 -1.5151E+01
  7.4000E+01  1.2267E+01  1.0170E+00 -1.3360E+01
  7.3500E+01  1.2267E+01  1.0170E+00 -1.1672E+01
  7.3000E+01  1.2267E+01  1.0170E+00 -1.0104E+01
  7.2500E+01  1.2267E+01  1.0170E+00 -8.6677E+00
  7.2000E+01  1.2267E+01  1.0170E+00 -7.3671E+00
  7.1500E+01  1.2267E+01  1.0170E+00 -6.2025E+00
  7.1000E+01  1.2267E+01  1.0170E+00 -5.1705E+00
  7.0500E+01  1.2267E+01  1.0170E+00 -4.2651E+00
  7.0000E+01  1.2267E+01  1.0170E+00 -3.4785E+00
  6.9500E+01  1.2267E+01  1.0170E+00 -2.8016E+00
  6.9000E+01  1.2267E+01  1.0170E+00 -2.2249E+00
  6.8500E+01  1.2267E+01  1.0170E+00 -1.7381E+00
  6.8000E+01  1.2267E+01  1.0170E+00 -1.3308E+00
  6.7500E+01  1.2267E+01  1.0170E+00 -9.9207E-01
  6.7000E+01  1.2267E+01  1.0170E+00 -7.1048E-01
  6.6500E+01  1.2267E+01  1.0170E+00 -4.7453E-01
  6.6000E+01  1.2267E+01  1.0170E+00 -2.7201E-01
  6.5500E+01  1.2267E+01  1.0170E+00 -9.1016E-02
  6.5000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.4500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.4000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.3500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.3000E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.2500E+01  1.2267E+01  1.0170E+00  0.0000E+00
  6.2000E+01  1.2267E+01  1.0170E+00  0.0000E+00
